"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"UCD - ICD Sub-Chapter"	"UCD - ICD Sub-Chapter Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Fetal hydantoin syndrome"	"Q86.1"	3	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Dysmorphism due to warfarin"	"Q86.2"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	25	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	396	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	1002	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	411	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	72	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Marfan's syndrome"	"Q87.4"	1499	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Other congenital malformation syndromes with other skeletal changes"	"Q87.5"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	923	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformations of spleen"	"Q89.0"	247	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformations of adrenal gland"	"Q89.1"	55	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformations of other endocrine glands"	"Q89.2"	48	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Situs inversus"	"Q89.3"	290	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Conjoined twins"	"Q89.4"	423	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	4579	4791200056	0.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Other specified congenital malformations"	"Q89.8"	1095	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	"Congenital malformation, unspecified"	"Q89.9"	3834	4791200056	0.1
"Total"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"			18231	4791200056	0.4
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 21, meiotic nondisjunction"	"Q90.0"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 21, mosaicism (mitotic nondisjunction)"	"Q90.1"	4	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 21, translocation"	"Q90.2"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Down's syndrome, unspecified"	"Q90.9"	14298	4791200056	0.3
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 18, meiotic nondisjunction"	"Q91.0"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	13	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 18, translocation"	"Q91.2"	8	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Edwards' syndrome, unspecified"	"Q91.3"	7976	4791200056	0.2
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 13, meiotic nondisjunction"	"Q91.4"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	12	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy 13, translocation"	"Q91.6"	15	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Patau's syndrome, unspecified"	"Q91.7"	4602	4791200056	0.1
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Whole chromosome trisomy, meiotic nondisjunction"	"Q92.0"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"	"Q92.1"	8	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Major partial trisomy"	"Q92.2"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Minor partial trisomy"	"Q92.3"	2	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Duplications seen only at prometaphase"	"Q92.4"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Duplications with other complex rearrangements"	"Q92.5"	10	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Extra marker chromosomes"	"Q92.6"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Triploidy and polyploidy"	"Q92.7"	249	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	456	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	416	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Whole chromosome monosomy, meiotic nondisjunction"	"Q93.0"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"	"Q93.1"	2	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Chromosome replaced with ring or dicentric"	"Q93.2"	3	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Deletion of short arm of chromosome 4"	"Q93.3"	198	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Deletion of short arm of chromosome 5"	"Q93.4"	104	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other deletions of part of a chromosome"	"Q93.5"	417	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Deletions seen only at prometaphase"	"Q93.6"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Deletions with other complex rearrangements"	"Q93.7"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other deletions from the autosomes"	"Q93.8"	145	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Deletion from autosomes, unspecified"	"Q93.9"	73	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Balanced translocation and insertion in normal individual"	"Q95.0"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Chromosome inversion in normal individual"	"Q95.1"	8	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Balanced autosomal rearrangement in abnormal individual"	"Q95.2"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Balanced sex/autosomal rearrangement in abnormal individual"	"Q95.3"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Individuals with marker heterochromatin"	"Q95.4"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Individuals with autosomal fragile site"	"Q95.5"	2	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other balanced rearrangements and structural markers"	"Q95.8"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Balanced rearrangement and structural marker, unspecified"	"Q95.9"	8	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Karyotype 45,X"	"Q96.0"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Karyotype 46,X iso (Xq)"	"Q96.1"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)"	"Q96.2"	1	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Mosaicism, 45,X/46,XX or XY"	"Q96.3"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome"	"Q96.4"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other variants of Turner's syndrome"	"Q96.8"	5	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Turner's syndrome, unspecified"	"Q96.9"	207	4791200056	0.0
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Karyotype 47,XXX"	"Q97.0"	7	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Female with more than three X chromosomes"	"Q97.1"	3	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Mosaicism, lines with various numbers of X chromosomes"	"Q97.2"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Female with 46,XY karyotype"	"Q97.3"	0	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Other specified sex chromosome abnormalities, female phenotype"	"Q97.8"	6	4791200056	Unreliable
	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	"Sex chromosome abnormality, female phenotype, unspecified"	"Q97.9"	1	4791200056	Unreliable
